filename,report_title,section,sentence,label,units,predictedlabel
wasde1023.xls,WASDE - 641,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports are lowered for 2023 on the current pace of trade but raised for 2024 on improved competitiveness in Asian markets.,P,Pork exports are lowered for 2023 on the current pace of trade,e
wasde1023.xls,WASDE - 641,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports are lowered for 2023 on the current pace of trade but raised for 2024 on improved competitiveness in Asian markets.,P,but raised for 2024 on improved competitiveness in Asian markets.,p
wasde0724.xls,WASDE - 650,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports are lowered for 2024 based on recent trade data.,C,Pork exports are lowered for 2024,c
wasde0724.xls,WASDE - 650,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports are lowered for 2024 based on recent trade data.,P,based on recent trade data.,e
wasde0225.xls,WASDE - 657,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports are lowered for the second half of the year on slower-than-previously-expected growth in several key export markets.,C,Pork exports are lowered for the second half of the year,c
wasde0225.xls,WASDE - 657,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports are lowered for the second half of the year on slower-than-previously-expected growth in several key export markets.,P,on slower-than-previously-expected growth in several key export markets.,p
wasde0425v2.xls,WASDE - 659,"LIVESTOCK, POULTRY, AND DAIRY","Pork exports are lowered from the previous month due to the latest trade data, increased tariff rates for U.S. pork shipments to China, and price competition from other major exporting countries.",C,"Pork exports are lowered from the previous month due to the latest trade data,",c
wasde0425v2.xls,WASDE - 659,"LIVESTOCK, POULTRY, AND DAIRY","Pork exports are lowered from the previous month due to the latest trade data, increased tariff rates for U.S. pork shipments to China, and price competition from other major exporting countries.",E,"increased tariff rates for U.S. pork shipments to China,",e
wasde0425v2.xls,WASDE - 659,"LIVESTOCK, POULTRY, AND DAIRY","Pork exports are lowered from the previous month due to the latest trade data, increased tariff rates for U.S. pork shipments to China, and price competition from other major exporting countries.",P,and price competition from other major exporting countries.,p
wasde0324.xls,WASDE - 646,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports are raised based on the latest trade data and continued strength in shipments to several key markets.,C,Pork exports are raised based on the latest trade data,e
wasde0324.xls,WASDE - 646,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports are raised based on the latest trade data and continued strength in shipments to several key markets.,P,and continued strength in shipments to several key markets.,e
wasde0624.xls,WASDE - 649,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports are raised for 2024 on recent demand strength.,C,Pork exports are raised for 2024,c
wasde0624.xls,WASDE - 649,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports are raised for 2024 on recent demand strength.,P,on recent demand strength.,e
wasde0924.xls,WASDE - 652,"LIVESTOCK, POULTRY, AND DAIRY","Pork exports are raised for 2024 on recent trade data, but 2025 is unchanged.",C,"Pork exports are raised for 2024 on recent trade data,",e
wasde0924.xls,WASDE - 652,"LIVESTOCK, POULTRY, AND DAIRY","Pork exports are raised for 2024 on recent trade data, but 2025 is unchanged.",C,but 2025 is unchanged.,c
wasde0623.xls,WASDE - 637,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports are raised for both 2023 and 2024 on demand strength.,C,Pork exports are raised for both 2023 and 2024,e
wasde0623.xls,WASDE - 637,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports are raised for both 2023 and 2024 on demand strength.,P,on demand strength.,p
wasde1121.xls,WASDE - 618,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports are reduced on September trade data; no change is made to the forecasts for outlying periods.,C,Pork exports are reduced on September trade data;,e
wasde1121.xls,WASDE - 618,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports are reduced on September trade data; no change is made to the forecasts for outlying periods.,C,no change is made to the forecasts for outlying periods.,c
wasde0121.xls,WASDE - 608,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports for 2020 and 2021 are lowered from last month on weaker import demand from key trading partners.,C,Pork exports for 2020 and 2021 are lowered from last month,e
wasde0121.xls,WASDE - 608,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports for 2020 and 2021 are lowered from last month on weaker import demand from key trading partners.,P,on weaker import demand from key trading partners.,p
wasde0125.xls,WASDE - 656,"LIVESTOCK, POULTRY, AND DAIRY","Pork exports for 2024 are lowered based on recent trade data, but exports for 2025 are unchanged.",P,"Pork exports for 2024 are lowered based on recent trade data,",e
wasde0125.xls,WASDE - 656,"LIVESTOCK, POULTRY, AND DAIRY","Pork exports for 2024 are lowered based on recent trade data, but exports for 2025 are unchanged.",C,but exports for 2025 are unchanged.,e
wasde1223.xls,WASDE - 643,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports for 2024 are lowered due to weaker demand from Asian markets.,C,Pork exports for 2024 are lowered,c
wasde1223.xls,WASDE - 643,"LIVESTOCK, POULTRY, AND DAIRY",Pork exports for 2024 are lowered due to weaker demand from Asian markets.,P,due to weaker demand from Asian markets.,p
wasde0824.xls,WASDE - 651,"LIVESTOCK, POULTRY, AND DAIRY","Pork exports for 2024 are reduced based on official data through June, as well as expected reduced competitiveness in several key export markets in the second half of the year.",C,"Pork exports for 2024 are reduced based on official data through June,",e
wasde0824.xls,WASDE - 651,"LIVESTOCK, POULTRY, AND DAIRY","Pork exports for 2024 are reduced based on official data through June, as well as expected reduced competitiveness in several key export markets in the second half of the year.",P,as well as expected reduced competitiveness in several key export markets in the second half of the year.,p
wasde1022.xls,WASDE - 629,"LIVESTOCK, POULTRY, AND DAIRY",Pork for the third quarter is raised on a higher-than-expected slaughter; no change is made to the fourth-quarter forecast.,P,Pork for the third quarter is raised on a higher-than-expected slaughter;,e
wasde1022.xls,WASDE - 629,"LIVESTOCK, POULTRY, AND DAIRY",Pork for the third quarter is raised on a higher-than-expected slaughter; no change is made to the fourth-quarter forecast.,C,no change is made to the fourth-quarter forecast.,c
wasde0721.xls,WASDE - 614,"LIVESTOCK, POULTRY, AND DAIRY",Pork import and export forecasts for 2021 and 2022 are unchanged.,C,Pork import and export forecasts for 2021 and 2022 are unchanged.,e
wasde0722.xls,WASDE - 626,"LIVESTOCK, POULTRY, AND DAIRY",Pork import forecasts are raised for both 2022 and 2023 on the current pace of trade and firm U.S. demand.,C,Pork import forecasts are raised for both 2022 and 2023,c
wasde0722.xls,WASDE - 626,"LIVESTOCK, POULTRY, AND DAIRY",Pork import forecasts are raised for both 2022 and 2023 on the current pace of trade and firm U.S. demand.,P,on the current pace of trade,e
wasde0722.xls,WASDE - 626,"LIVESTOCK, POULTRY, AND DAIRY",Pork import forecasts are raised for both 2022 and 2023 on the current pace of trade and firm U.S. demand.,P,and firm U.S. demand.,p
wasde0822.xls,WASDE - 627,"LIVESTOCK, POULTRY, AND DAIRY",Pork imports and exports are adjusted for 2022 on recent data; the forecasts for the remainder of 2022 and 2023 are unchanged.,C,Pork imports and exports are adjusted for 2022 on recent data;,e
wasde0822.xls,WASDE - 627,"LIVESTOCK, POULTRY, AND DAIRY",Pork imports and exports are adjusted for 2022 on recent data; the forecasts for the remainder of 2022 and 2023 are unchanged.,C,the forecasts for the remainder of 2022 and 2023 are unchanged.,e
wasde0823.xls,WASDE - 639,"LIVESTOCK, POULTRY, AND DAIRY","Pork imports and exports are adjusted to reflect June data, but no change is made to the forecasts for the remainder of 2023 or 2024.",C,"Pork imports and exports are adjusted to reflect June data,",e
wasde0823.xls,WASDE - 639,"LIVESTOCK, POULTRY, AND DAIRY","Pork imports and exports are adjusted to reflect June data, but no change is made to the forecasts for the remainder of 2023 or 2024.",C,but no change is made to the forecasts for the remainder of 2023 or 2024.,c
wasde0923.xls,WASDE - 640,"LIVESTOCK, POULTRY, AND DAIRY",Pork imports are increased for 2023 on the current pace of trade but are unchanged for 2024.,C,Pork imports are increased for 2023 on the current pace of trade,e
wasde0923.xls,WASDE - 640,"LIVESTOCK, POULTRY, AND DAIRY",Pork imports are increased for 2023 on the current pace of trade but are unchanged for 2024.,C,but are unchanged for 2024.,e
wasde1023.xls,WASDE - 641,"LIVESTOCK, POULTRY, AND DAIRY",Pork imports are increased for both 2023 and 2024 largely on higher imports from the EU.,C,Pork imports are increased for both 2023 and 2024,c
wasde1023.xls,WASDE - 641,"LIVESTOCK, POULTRY, AND DAIRY",Pork imports are increased for both 2023 and 2024 largely on higher imports from the EU.,P,largely on higher imports from the EU.,p
wasde0322.xls,WASDE - 622,"LIVESTOCK, POULTRY, AND DAIRY","Pork imports are raised on strong domestic prices, while exports are reduced on increased competition in a number of Asian markets.",P,"Pork imports are raised on strong domestic prices,",p
wasde0322.xls,WASDE - 622,"LIVESTOCK, POULTRY, AND DAIRY","Pork imports are raised on strong domestic prices, while exports are reduced on increased competition in a number of Asian markets.",P,while exports are reduced on increased competition in a number of Asian markets.,p
wasde0523.xls,WASDE - 636,"LIVESTOCK, POULTRY, AND DAIRY","Pork imports are slightly higher, while exports are lower, with offsetting gains in several markets.",C,"Pork imports are slightly higher,",e
wasde0523.xls,WASDE - 636,"LIVESTOCK, POULTRY, AND DAIRY","Pork imports are slightly higher, while exports are lower, with offsetting gains in several markets.",C,"while exports are lower,",e
wasde0523.xls,WASDE - 636,"LIVESTOCK, POULTRY, AND DAIRY","Pork imports are slightly higher, while exports are lower, with offsetting gains in several markets.",P,with offsetting gains in several markets.,e
wasde0123.xls,WASDE - 632,"LIVESTOCK, POULTRY, AND DAIRY","Pork imports for 2022 are lowered, but exports are unchanged.",C,"Pork imports for 2022 are lowered,",e
wasde0123.xls,WASDE - 632,"LIVESTOCK, POULTRY, AND DAIRY","Pork imports for 2022 are lowered, but exports are unchanged.",C,but exports are unchanged.,e
wasde1222.xls,WASDE - 631,"LIVESTOCK, POULTRY, AND DAIRY","Pork imports for 2023 are lowered slightly, while exports are unchanged.",C,"Pork imports for 2023 are lowered slightly,",e
wasde1222.xls,WASDE - 631,"LIVESTOCK, POULTRY, AND DAIRY","Pork imports for 2023 are lowered slightly, while exports are unchanged.",C,while exports are unchanged.,e
wasde0723.xls,WASDE - 638,"LIVESTOCK, POULTRY, AND DAIRY",Pork imports for 2023 are raised slightly on recent trade data; exports are raised for 2023 and 2024 on continued demand strength from China and several Latin American countries.,C,Pork imports for 2023 are raised slightly on recent trade data;,e
wasde0723.xls,WASDE - 638,"LIVESTOCK, POULTRY, AND DAIRY",Pork imports for 2023 are raised slightly on recent trade data; exports are raised for 2023 and 2024 on continued demand strength from China and several Latin American countries.,C,exports are raised for 2023 and 2024 on continued demand strength from China and several Latin American countries.,p
wasde0124.xls,WASDE - 644,"LIVESTOCK, POULTRY, AND DAIRY","Pork imports for 2023 are unchanged, but exports are raised.",C,"Pork imports for 2023 are unchanged,",e
wasde0124.xls,WASDE - 644,"LIVESTOCK, POULTRY, AND DAIRY","Pork imports for 2023 are unchanged, but exports are raised.",C,but exports are raised.,e
wasde1223.xls,WASDE - 643,"LIVESTOCK, POULTRY, AND DAIRY",Pork imports for 2024 are raised on a continued pace of shipments from Canada.,C,Pork imports for 2024 are raised,c
